date, pm25, pm10, o3, no2, so2, co
2025/3/30, 47, 27, 43, 14, 2, 3
2025/3/31, 58, 51, 66, 18, 3, 4
2024/10/1, 30, 11, 34, 5, 2, 2
2024/10/2, 23, 10, 33, 6, 1, 2
2024/10/3, 25, 10, 40, 6, 2, 2
2024/10/4, 25, 16, 49, 8, 2, 2
2024/10/5, 43, 16, 22, 11, 2, 3
2024/10/6, 44, 28, 41, 8, 2, 3
2024/10/7, 66, 33, 33, 9, 2, 4
2024/10/8, 72, 9, 38, 6, 2, 2
2024/10/9, 21, 15, 29, 8, 2, 2
2024/10/10, 37, 26, 66, 10, 2, 3
2024/10/11, 68, 28, 50, 11, 2, 3
2024/10/12, 68, 22, 35, 9, 2, 3
2024/10/13, 59, 15, 24, 12, 2, 3
2024/10/14, 43, 14, 19, 10, 2, 3
2024/10/15, 41, 26, 41, 9, 2, 3
2024/10/16, 64, 27, 38, 11, 2, 4
2024/10/17, 67, 16, 19, 9, 2, 3
2024/10/18, 41, 5, 34, 4, 2, 2
2024/10/19, 12, 10, 29, 4, 2, 2
2024/10/20, 16, 11, 22, 9, 1, 2
2024/10/21, 20, 7, 25, 11, 2, 2
2024/10/22, 17, 11, 33, 4, 1, 2
2024/10/23, 27, 19, 37, 7, 2, 3
2024/10/24, 50, 18, 26, 11, 2, 3
2024/10/25, 46, 16, 30, 12, 2, 3
2024/10/26, 43, 19, 37, 8, 2, 3
2024/10/27, 49, 28, 29, 8, 2, 4
2024/10/28, 64, 9, 25, 8, 2, 2
2024/10/29, 24, 20, 44, 10, 2, 3
2024/10/30, 50, 24, 36, 13, 2, 3
2024/10/31, 61, 28, 29, 17, 2, 4
2024/11/1, 71, 23, 40, 7, 2, 3
2024/11/2, 60, 21, 43, 8, 2, 3
2024/11/3, 55, 22, 46, 4, 2, 2
2024/11/4, 53, 20, 30, 7, 2, 2
2024/11/5, 40, 20, 33, 7, 2, 2
2024/11/6, 43, 32, 25, 15, 2, 4
2024/11/7, 68, 26, 34, 17, 2, 4
2024/11/8, 62, 23, 33, 18, 2, 4
2024/11/9, 58, 21, 39, 16, 2, 4
2024/11/10, 55, 40, 38, 16, 3, 5
2024/11/11, 81, 30, 42, 12, 3, 4
2024/11/12, 67, 30, 34, 14, 2, 4
2024/11/13, 64, 26, 19, 17, 2, 3
2024/11/14, 58, 25, 29, 17, 3, 4
2024/11/15, 59, 19, 35, 13, 3, 3
2024/11/16, 52, 17, 29, 3, 2, 2
2024/11/17, 38, 14, 26, 4, 2, 2
2024/11/18, 28, 19, 16, 19, 2, 3
2024/11/19, 42, 31, 8, 29, 3, 5
2024/11/20, 69, 45, 33, 23, 3, 6
2024/11/21, 96, 30, 30, 8, 3, 3
2024/11/22, 67, 16, 24, 12, 2, 3
2024/11/23, 44, 13, 26, 14, 2, 3
2024/11/24, 38, 16, 23, 18, 2, 4
2024/11/25, 45, 10, 26, 6, 2, 2
2024/11/26, 24, 10, 26, 8, 2, 2
2024/11/27, 25, 16, 23, 10, 1, 3
2024/11/28, 46, 25, 17, 18, 2, 4
2024/11/29, 59, 21, 22, 24, 2, 5
2024/11/30, 54, 22, 15, 21, 2, 5
2024/12/1, 60, 35, 33, 17, 3, 5
2024/12/2, 76, 14, 27, 9, 2, 2
2024/12/3, 29, 17, 25, 13, 2, 3
2024/12/4, 39, 17, 28, 13, 2, 3
2024/12/5, 39, 20, 29, 5, 2, 2
2024/12/6, 34, 18, 28, 8, 2, 3
2024/12/7, 44, 20, 27, 6, 2, 3
2024/12/8, 48, 24, 19, 19, 2, 4
2024/12/9, 52, 33, 22, 21, 3, 5
2024/12/10, 78, 49, 21, 19, 3, 6
2024/12/11, 107, 36, 24, 15, 3, 4
2024/12/12, 75, 24, 28, 10, 3, 3
2024/12/13, 60, 25, 28, 9, 2, 3
2024/12/14, 56, 16, 33, 10, 2, 2
2024/12/15, 37, 24, 25, 22, 2, 4
2024/12/16, 56, 20, 25, 13, 2, 4
2024/12/17, 55, 27, 21, 9, 3, 3
2024/12/18, 59, 47, 11, 24, 3, 6
2024/12/19, 93, 50, 5, 40, 4, 7
2024/12/20, 114, 46, 28, 15, 3, 5
2024/12/21, 115, 18, 28, 9, 2, 3
2024/12/22, 43, 24, 32, 20, 3, 4
2024/12/23, 56, 31, 19, 21, 3, 4
2024/12/24, 68, 32, 25, 31, 3, 6
2024/12/25, 76, 53, 29, 8, 3, 4
2024/12/26, 98, 27, 29, 9, 2, 3
2024/12/27, 55, 27, 28, 6, 3, 3
2024/12/28, 54, 22, 18, 21, 3, 4
2024/12/29, 54, , , , , 
2024/7/1, 50, 15, 28, 7, 2, 2
2024/7/2, 39, 20, 55, 6, 2, 3
2024/7/3, 43, 32, 96, 7, 2, 3
2024/7/4, 84, 12, 55, 4, 2, 3
2024/7/5, 30, 25, 47, 7, 2, 3
2024/7/6, 59, 20, 61, 6, 2, 3
2024/7/7, 52, 8, 33, 8, 2, 2
2024/7/8, 20, 14, 33, 10, 2, 2
2024/7/9, 31, 10, 48, 5, 2, 2
2024/7/10, 21, 29, 102, 9, 2, 3
2024/7/11, 74, 32, 80, 9, 2, 3
2024/7/12, 77, 41, 84, 7, 2, 4
2024/7/13, 105, 31, 45, 5, 2, 3
2024/7/14, 86, 8, 39, 7, 2, 2
2024/7/15, 21, 9, 41, 8, 1, 2
2024/7/16, 22, 7, 19, 8, 1, 1
2024/7/17, 13, 6, 26, 9, 2, 2
2024/7/18, 12, 21, 75, 7, 2, 2
2024/7/19, 57, 16, 48, 7, 2, 2
2024/7/20, 40, 16, 48, 5, 2, 2
2024/7/21, 39, 11, 19, 7, 2, 1
2024/7/22, 22, 9, 25, 5, 2, 1
2024/7/23, 21, 11, 21, 6, 2, 1
2024/7/24, 23, 18, 39, 7, 2, 1
2024/7/25, 36, 15, 31, 7, 2, 1
2024/7/26, 29, 17, 21, 7, 2, 2
2024/7/27, 29, 16, 17, 5, 2, 1
2024/7/28, 23, 19, 31, 5, 2, 1
2024/7/29, 34, 21, 53, 5, 2, 1
2024/7/30, 50, 16, 30, 6, 2, 1
2024/7/31, 40, 13, 16, 5, 1, 1
2024/8/1, 25, 30, 27, 6, 2, 2
2024/8/2, 79, 29, 45, 3, 2, 2
2024/8/3, 81, 29, 74, 4, 2, 3
2024/8/4, 80, 27, 60, 6, 2, 3
2024/8/5, 77, 15, 55, 8, 2, 2
2024/8/6, 35, 16, 34, 4, 2, 2
2024/8/7, 41, 19, 37, 7, 2, 2
2024/8/8, 54, 22, 63, 5, 2, 2
2024/8/9, 61, 27, 77, 7, 2, 2
2024/8/10, 72, 28, 55, 7, 2, 3
2024/8/11, 79, 26, 70, 7, 2, 2
2024/8/12, 75, 19, 63, 5, 2, 2
2024/8/13, 57, 22, 78, 7, 2, 2
2024/8/14, 61, 20, 62, 5, 2, 2
